year,source_file,page,table_index,rows,cols,provavel_ruido,csv_path,first_row_preview
1999,Relatório Anual 1999 (PDF).pdf,0,0,3,1,True,data/processed/pdf_raw/1999/p000_t0.csv,
1999,Relatório Anual 1999 (PDF).pdf,2,0,3,1,True,data/processed/pdf_raw/1999/p002_t0.csv,
1999,Relatório Anual 1999 (PDF).pdf,6,0,3,1,True,data/processed/pdf_raw/1999/p006_t0.csv,
1999,Relatório Anual 1999 (PDF).pdf,6,1,27,16,False,data/processed/pdf_raw/1999/p006_t1.csv,"Acidentes
com
vítimas | Acidentes
com mortos
e/ou f. graves | Acidentes
com
mort"
1999,Relatório Anual 1999 (PDF).pdf,7,0,7,21,False,data/processed/pdf_raw/1999/p007_t0.csv,
1999,Relatório Anual 1999 (PDF).pdf,7,1,10,25,False,data/processed/pdf_raw/1999/p007_t1.csv,
1999,Relatório Anual 1999 (PDF).pdf,7,2,9,25,False,data/processed/pdf_raw/1999/p007_t2.csv,
1999,Relatório Anual 1999 (PDF).pdf,9,0,59,10,False,data/processed/pdf_raw/1999/p009_t0.csv,
1999,Relatório Anual 1999 (PDF).pdf,10,0,7,8,False,data/processed/pdf_raw/1999/p010_t0.csv,
1999,Relatório Anual 1999 (PDF).pdf,10,1,7,9,False,data/processed/pdf_raw/1999/p010_t1.csv,
1999,Relatório Anual 1999 (PDF).pdf,11,0,7,50,False,data/processed/pdf_raw/1999/p011_t0.csv,
1999,Relatório Anual 1999 (PDF).pdf,12,0,23,10,False,data/processed/pdf_raw/1999/p012_t0.csv,
1999,Relatório Anual 1999 (PDF).pdf,12,1,8,15,False,data/processed/pdf_raw/1999/p012_t1.csv,
1999,Relatório Anual 1999 (PDF).pdf,12,2,3,2,False,data/processed/pdf_raw/1999/p012_t2.csv,"83,7 86,6
74,3
21,4
13,4 11,3
2,9 2,1 4,3"
1999,Relatório Anual 1999 (PDF).pdf,12,3,2,2,False,data/processed/pdf_raw/1999/p012_t3.csv,
1999,Relatório Anual 1999 (PDF).pdf,12,4,1,2,True,data/processed/pdf_raw/1999/p012_t4.csv,
1999,Relatório Anual 1999 (PDF).pdf,13,0,5,26,False,data/processed/pdf_raw/1999/p013_t0.csv,"1145
1139 1104
1070
1022
486 480
460 475 413 422 439 383
356 345"
1999,Relatório Anual 1999 (PDF).pdf,13,1,9,27,False,data/processed/pdf_raw/1999/p013_t1.csv,"5839 5718
5172
4479
4115
2865
2651
2525 2473 2190
1987 2045
1973
1711
1537"
1999,Relatório Anual 1999 (PDF).pdf,14,0,6,30,False,data/processed/pdf_raw/1999/p014_t0.csv,"32586 32901 32253
9689 30574
17680 18017 17379 18540 18532
7229 7194 7216 6985 6"
1999,Relatório Anual 1999 (PDF).pdf,15,0,27,10,False,data/processed/pdf_raw/1999/p015_t0.csv,
1999,Relatório Anual 1999 (PDF).pdf,15,1,7,18,False,data/processed/pdf_raw/1999/p015_t1.csv,"10144 10147
9611
9023 8756 9052 8727"
1999,Relatório Anual 1999 (PDF).pdf,16,0,27,10,False,data/processed/pdf_raw/1999/p016_t0.csv,
1999,Relatório Anual 1999 (PDF).pdf,16,1,2,2,False,data/processed/pdf_raw/1999/p016_t1.csv,
1999,Relatório Anual 1999 (PDF).pdf,16,2,2,4,False,data/processed/pdf_raw/1999/p016_t2.csv,
1999,Relatório Anual 1999 (PDF).pdf,16,3,2,3,False,data/processed/pdf_raw/1999/p016_t3.csv,
1999,Relatório Anual 1999 (PDF).pdf,16,4,2,2,False,data/processed/pdf_raw/1999/p016_t4.csv,
1999,Relatório Anual 1999 (PDF).pdf,16,5,1,2,True,data/processed/pdf_raw/1999/p016_t5.csv,
1999,Relatório Anual 1999 (PDF).pdf,17,0,3,1,True,data/processed/pdf_raw/1999/p017_t0.csv,
1999,Relatório Anual 1999 (PDF).pdf,17,1,40,12,False,data/processed/pdf_raw/1999/p017_t1.csv,Ind. Gravidade
1999,Relatório Anual 1999 (PDF).pdf,17,2,3,1,True,data/processed/pdf_raw/1999/p017_t2.csv,"Acidentes c/ vítimas, mortos e f. graves em 1999"
1999,Relatório Anual 1999 (PDF).pdf,17,3,2,2,False,data/processed/pdf_raw/1999/p017_t3.csv,8
1999,Relatório Anual 1999 (PDF).pdf,17,4,2,2,False,data/processed/pdf_raw/1999/p017_t4.csv,9
1999,Relatório Anual 1999 (PDF).pdf,17,5,2,2,False,data/processed/pdf_raw/1999/p017_t5.csv,7
1999,Relatório Anual 1999 (PDF).pdf,17,6,2,2,False,data/processed/pdf_raw/1999/p017_t6.csv,8
1999,Relatório Anual 1999 (PDF).pdf,17,7,2,2,False,data/processed/pdf_raw/1999/p017_t7.csv,7
1999,Relatório Anual 1999 (PDF).pdf,17,8,2,2,False,data/processed/pdf_raw/1999/p017_t8.csv,8
1999,Relatório Anual 1999 (PDF).pdf,17,9,2,2,False,data/processed/pdf_raw/1999/p017_t9.csv,8
1999,Relatório Anual 1999 (PDF).pdf,17,10,2,2,False,data/processed/pdf_raw/1999/p017_t10.csv,7
1999,Relatório Anual 1999 (PDF).pdf,18,0,5,4,False,data/processed/pdf_raw/1999/p018_t0.csv,
1999,Relatório Anual 1999 (PDF).pdf,18,1,3,1,True,data/processed/pdf_raw/1999/p018_t1.csv,
1999,Relatório Anual 1999 (PDF).pdf,18,2,7,6,False,data/processed/pdf_raw/1999/p018_t2.csv,
1999,Relatório Anual 1999 (PDF).pdf,18,3,9,11,False,data/processed/pdf_raw/1999/p018_t3.csv,
1999,Relatório Anual 1999 (PDF).pdf,19,0,11,10,False,data/processed/pdf_raw/1999/p019_t0.csv,
1999,Relatório Anual 1999 (PDF).pdf,19,1,23,10,False,data/processed/pdf_raw/1999/p019_t1.csv,Acidentes c/ vítimas
1999,Relatório Anual 1999 (PDF).pdf,20,0,19,10,False,data/processed/pdf_raw/1999/p020_t0.csv,
1999,Relatório Anual 1999 (PDF).pdf,20,1,13,10,False,data/processed/pdf_raw/1999/p020_t1.csv,
1999,Relatório Anual 1999 (PDF).pdf,21,0,37,10,False,data/processed/pdf_raw/1999/p021_t0.csv,
1999,Relatório Anual 1999 (PDF).pdf,21,1,5,3,False,data/processed/pdf_raw/1999/p021_t1.csv,"32956 Dia
Noite
14987
5636
3805"
1999,Relatório Anual 1999 (PDF).pdf,21,2,2,2,False,data/processed/pdf_raw/1999/p021_t2.csv,
1999,Relatório Anual 1999 (PDF).pdf,21,3,5,3,False,data/processed/pdf_raw/1999/p021_t3.csv,"39971
Bom tempo
Chuva
7492 7913
1423"
1999,Relatório Anual 1999 (PDF).pdf,21,4,2,1,True,data/processed/pdf_raw/1999/p021_t4.csv,
1999,Relatório Anual 1999 (PDF).pdf,22,0,57,10,False,data/processed/pdf_raw/1999/p022_t0.csv,
1999,Relatório Anual 1999 (PDF).pdf,23,0,3,1,True,data/processed/pdf_raw/1999/p023_t0.csv,
1999,Relatório Anual 1999 (PDF).pdf,23,1,41,10,False,data/processed/pdf_raw/1999/p023_t1.csv,Coli são | Desp iste | Atropela mento
1999,Relatório Anual 1999 (PDF).pdf,23,2,6,6,False,data/processed/pdf_raw/1999/p023_t2.csv,"1998
50,0
1999 4
27,9 28,1
14,5 13,6 | 7,3"
1999,Relatório Anual 1999 (PDF).pdf,23,3,3,3,False,data/processed/pdf_raw/1999/p023_t3.csv,"8,1"
1999,Relatório Anual 1999 (PDF).pdf,24,0,56,10,False,data/processed/pdf_raw/1999/p024_t0.csv,Até 1 ano | 2 anos | 3 a 4 anos
1999,Relatório Anual 1999 (PDF).pdf,25,0,3,1,True,data/processed/pdf_raw/1999/p025_t0.csv,
1999,Relatório Anual 1999 (PDF).pdf,25,1,34,8,False,data/processed/pdf_raw/1999/p025_t1.csv,Condutores testados | Total
1999,Relatório Anual 1999 (PDF).pdf,26,0,17,13,False,data/processed/pdf_raw/1999/p026_t0.csv,Grupos etários
1999,Relatório Anual 1999 (PDF).pdf,26,1,14,16,False,data/processed/pdf_raw/1999/p026_t1.csv,<=14 15-17 18-20
1999,Relatório Anual 1999 (PDF).pdf,27,0,32,14,False,data/processed/pdf_raw/1999/p027_t0.csv,Grupos etários
1999,Relatório Anual 1999 (PDF).pdf,28,0,29,10,False,data/processed/pdf_raw/1999/p028_t0.csv,
1999,Relatório Anual 1999 (PDF).pdf,28,1,1,2,True,data/processed/pdf_raw/1999/p028_t1.csv,
1999,Relatório Anual 1999 (PDF).pdf,28,2,1,2,True,data/processed/pdf_raw/1999/p028_t2.csv,
1999,Relatório Anual 1999 (PDF).pdf,28,3,1,2,True,data/processed/pdf_raw/1999/p028_t3.csv,
1999,Relatório Anual 1999 (PDF).pdf,28,4,2,2,False,data/processed/pdf_raw/1999/p028_t4.csv,
1999,Relatório Anual 1999 (PDF).pdf,28,5,2,2,False,data/processed/pdf_raw/1999/p028_t5.csv,
1999,Relatório Anual 1999 (PDF).pdf,28,6,1,2,True,data/processed/pdf_raw/1999/p028_t6.csv,
1999,Relatório Anual 1999 (PDF).pdf,28,7,2,2,False,data/processed/pdf_raw/1999/p028_t7.csv,
1999,Relatório Anual 1999 (PDF).pdf,29,0,68,10,False,data/processed/pdf_raw/1999/p029_t0.csv,Condutores vítimas
1999,Relatório Anual 1999 (PDF).pdf,29,1,5,6,False,data/processed/pdf_raw/1999/p029_t1.csv,Relação entre os condutores vítimas e o total de condutores
1999,Relatório Anual 1999 (PDF).pdf,30,0,3,2,False,data/processed/pdf_raw/1999/p030_t0.csv,0176
1999,Relatório Anual 1999 (PDF).pdf,30,1,3,3,False,data/processed/pdf_raw/1999/p030_t1.csv,
1999,Relatório Anual 1999 (PDF).pdf,30,2,12,23,False,data/processed/pdf_raw/1999/p030_t2.csv,1998
1999,Relatório Anual 1999 (PDF).pdf,30,3,4,5,False,data/processed/pdf_raw/1999/p030_t3.csv,
1999,Relatório Anual 1999 (PDF).pdf,31,0,12,10,False,data/processed/pdf_raw/1999/p031_t0.csv,
1999,Relatório Anual 1999 (PDF).pdf,31,1,39,10,False,data/processed/pdf_raw/1999/p031_t1.csv,Passageiros vítimas
1999,Relatório Anual 1999 (PDF).pdf,32,0,3,2,False,data/processed/pdf_raw/1999/p032_t0.csv,"11241
10806
10153
9703"
1999,Relatório Anual 1999 (PDF).pdf,32,1,4,3,False,data/processed/pdf_raw/1999/p032_t1.csv,1080 | 6
1999,Relatório Anual 1999 (PDF).pdf,32,2,9,26,False,data/processed/pdf_raw/1999/p032_t2.csv,
1999,Relatório Anual 1999 (PDF).pdf,33,0,14,10,False,data/processed/pdf_raw/1999/p033_t0.csv,Vítimas mortais | Feridos graves | Feridos leves
1999,Relatório Anual 1999 (PDF).pdf,33,1,62,10,False,data/processed/pdf_raw/1999/p033_t1.csv,Peões vítimas
1999,Relatório Anual 1999 (PDF).pdf,34,0,2,2,False,data/processed/pdf_raw/1999/p034_t0.csv,1961
1999,Relatório Anual 1999 (PDF).pdf,34,1,2,2,False,data/processed/pdf_raw/1999/p034_t1.csv,1969
1999,Relatório Anual 1999 (PDF).pdf,34,2,3,2,False,data/processed/pdf_raw/1999/p034_t2.csv,4946
1999,Relatório Anual 1999 (PDF).pdf,34,3,3,3,False,data/processed/pdf_raw/1999/p034_t3.csv,4 | 30
1999,Relatório Anual 1999 (PDF).pdf,34,4,9,21,False,data/processed/pdf_raw/1999/p034_t4.csv,
1999,Relatório Anual 1999 (PDF).pdf,35,0,3,1,True,data/processed/pdf_raw/1999/p035_t0.csv,
1999,Relatório Anual 1999 (PDF).pdf,35,1,31,10,False,data/processed/pdf_raw/1999/p035_t1.csv,
1999,Relatório Anual 1999 (PDF).pdf,36,0,30,10,False,data/processed/pdf_raw/1999/p036_t0.csv,Vítimas mortais
1999,Relatório Anual 1999 (PDF).pdf,36,1,30,10,False,data/processed/pdf_raw/1999/p036_t1.csv,Feridos graves
1999,Relatório Anual 1999 (PDF).pdf,37,0,3,1,True,data/processed/pdf_raw/1999/p037_t0.csv,
1999,Relatório Anual 1999 (PDF).pdf,39,0,26,11,False,data/processed/pdf_raw/1999/p039_t0.csv,Acidentes com vítimas | Mortos | Feridos graves
1999,Relatório Anual 1999 (PDF).pdf,39,1,8,23,False,data/processed/pdf_raw/1999/p039_t1.csv,1999
1999,Relatório Anual 1999 (PDF).pdf,39,2,1,2,True,data/processed/pdf_raw/1999/p039_t2.csv,
1999,Relatório Anual 1999 (PDF).pdf,39,3,1,2,True,data/processed/pdf_raw/1999/p039_t3.csv,
1999,Relatório Anual 1999 (PDF).pdf,39,4,1,2,True,data/processed/pdf_raw/1999/p039_t4.csv,
1999,Relatório Anual 1999 (PDF).pdf,39,5,1,2,True,data/processed/pdf_raw/1999/p039_t5.csv,
1999,Relatório Anual 1999 (PDF).pdf,39,6,1,2,True,data/processed/pdf_raw/1999/p039_t6.csv,
1999,Relatório Anual 1999 (PDF).pdf,39,7,1,2,True,data/processed/pdf_raw/1999/p039_t7.csv,
1999,Relatório Anual 1999 (PDF).pdf,40,0,8,30,False,data/processed/pdf_raw/1999/p040_t0.csv,1998
1999,Relatório Anual 1999 (PDF).pdf,40,1,8,15,False,data/processed/pdf_raw/1999/p040_t1.csv,"1998
1999"
1999,Relatório Anual 1999 (PDF).pdf,40,2,1,2,True,data/processed/pdf_raw/1999/p040_t2.csv,
1999,Relatório Anual 1999 (PDF).pdf,40,3,1,2,True,data/processed/pdf_raw/1999/p040_t3.csv,
1999,Relatório Anual 1999 (PDF).pdf,40,4,1,2,True,data/processed/pdf_raw/1999/p040_t4.csv,
1999,Relatório Anual 1999 (PDF).pdf,40,5,1,2,True,data/processed/pdf_raw/1999/p040_t5.csv,
1999,Relatório Anual 1999 (PDF).pdf,41,0,24,9,False,data/processed/pdf_raw/1999/p041_t0.csv,"População
(1) | Acidentes
com
vítimas | Acid. c/
vítimas por
1000 hab. | Mortos "
1999,Relatório Anual 1999 (PDF).pdf,43,0,16,10,False,data/processed/pdf_raw/1999/p043_t0.csv,"Acidentes com vítimas | Acidentes com mortos e/ou
feridos graves | Acidentes com"
1999,Relatório Anual 1999 (PDF).pdf,43,1,8,12,False,data/processed/pdf_raw/1999/p043_t1.csv,Mortos | Feridos graves | Feridos leves | Índ. de Gravidade
1999,Relatório Anual 1999 (PDF).pdf,44,0,74,15,False,data/processed/pdf_raw/1999/p044_t0.csv,Jan | Fev | Mar | Abr | Mai | Jun | Jul | Ago | Set | Out | Nov | Dez | Total
1999,Relatório Anual 1999 (PDF).pdf,45,0,40,7,False,data/processed/pdf_raw/1999/p045_t0.csv,Acidentes c/ | Acidentes com | Acidentes
1999,Relatório Anual 1999 (PDF).pdf,46,0,40,13,False,data/processed/pdf_raw/1999/p046_t0.csv,Mortos | F. Graves | F. Leves | Total
1999,Relatório Anual 1999 (PDF).pdf,47,0,54,9,False,data/processed/pdf_raw/1999/p047_t0.csv,Distrito de Braga
1999,Relatório Anual 1999 (PDF).pdf,48,0,32,9,False,data/processed/pdf_raw/1999/p048_t0.csv,Distrito do Porto (continuação)
1999,Relatório Anual 1999 (PDF).pdf,49,0,18,10,False,data/processed/pdf_raw/1999/p049_t0.csv,"Acidentes com vítimas | Acidentes com mortos e/ou
feridos graves | Acidentes com"
1999,Relatório Anual 1999 (PDF).pdf,49,1,9,12,False,data/processed/pdf_raw/1999/p049_t1.csv,Mortos | Feridos graves | Feridos leves | Índ. de Gravidade
1999,Relatório Anual 1999 (PDF).pdf,50,0,86,15,False,data/processed/pdf_raw/1999/p050_t0.csv,Jan | Fev | Mar | Abr | Mai | Jun | Jul | Ago | Set | Out | Nov | Dez | Total
1999,Relatório Anual 1999 (PDF).pdf,51,0,45,7,False,data/processed/pdf_raw/1999/p051_t0.csv,Acidentes | Acidentes | Acidentes
1999,Relatório Anual 1999 (PDF).pdf,52,0,46,13,False,data/processed/pdf_raw/1999/p052_t0.csv,Mortos | F. Graves | F. Leves | Total
1999,Relatório Anual 1999 (PDF).pdf,53,0,55,9,False,data/processed/pdf_raw/1999/p053_t0.csv,Distrito de Aveiro
1999,Relatório Anual 1999 (PDF).pdf,54,0,11,11,False,data/processed/pdf_raw/1999/p054_t0.csv,"Acidentes com
vítimas | Acidentes com mortos e/ou
feridos graves | Acidentes com"
1999,Relatório Anual 1999 (PDF).pdf,54,1,11,14,False,data/processed/pdf_raw/1999/p054_t1.csv,Mortos | Feridos graves | Feridos leves | Índ. de Gravidade
1999,Relatório Anual 1999 (PDF).pdf,55,0,50,15,False,data/processed/pdf_raw/1999/p055_t0.csv,Jan | Fev | Mar | Abr | Mai | Jun | Jul | Ago | Set | Out | Nov | Dez | Total
1999,Relatório Anual 1999 (PDF).pdf,56,0,28,7,False,data/processed/pdf_raw/1999/p056_t0.csv,Acidentes | Acidentes com | Acidentes
1999,Relatório Anual 1999 (PDF).pdf,56,1,28,13,False,data/processed/pdf_raw/1999/p056_t1.csv,Mortos | F. Graves | F. Leves | Total
1999,Relatório Anual 1999 (PDF).pdf,57,0,52,9,False,data/processed/pdf_raw/1999/p057_t0.csv,Distrito de Lisboa
1999,Relatório Anual 1999 (PDF).pdf,58,0,56,9,False,data/processed/pdf_raw/1999/p058_t0.csv,Distrito de Lisboa (continuação)
1999,Relatório Anual 1999 (PDF).pdf,59,0,12,10,False,data/processed/pdf_raw/1999/p059_t0.csv,"Acidentes com
vítimas | Acidentes com mortos e/ou
feridos graves | Acidentes com"
1999,Relatório Anual 1999 (PDF).pdf,59,1,12,12,False,data/processed/pdf_raw/1999/p059_t1.csv,Mortos | Feridos graves | Feridos leves | Índ. de Gravidade
1999,Relatório Anual 1999 (PDF).pdf,60,0,26,15,False,data/processed/pdf_raw/1999/p060_t0.csv,Jan | Fev | Mar | Abr | Mai | Jun | Jul | Ago | Set | Out | Nov | Dez | Total
1999,Relatório Anual 1999 (PDF).pdf,60,1,16,7,False,data/processed/pdf_raw/1999/p060_t1.csv,Acidentes com | Acidentes | Acidentes
1999,Relatório Anual 1999 (PDF).pdf,61,0,28,13,False,data/processed/pdf_raw/1999/p061_t0.csv,Mortos | F. Graves | F. Leves | Total
1999,Relatório Anual 1999 (PDF).pdf,61,1,14,9,False,data/processed/pdf_raw/1999/p061_t1.csv,Distrito de Évora
1999,Relatório Anual 1999 (PDF).pdf,62,0,5,10,False,data/processed/pdf_raw/1999/p062_t0.csv,"REGIÃO DO
ALGARVE | Acidentes com vítimas | Acidentes com mortos e/ou
feridos gr"
1999,Relatório Anual 1999 (PDF).pdf,62,1,5,12,False,data/processed/pdf_raw/1999/p062_t1.csv,"REGIÃO DO
ALGARVE | Mortos | Feridos graves | Feridos leves | Índ. de Gravidade"
1999,Relatório Anual 1999 (PDF).pdf,62,2,14,15,False,data/processed/pdf_raw/1999/p062_t2.csv,REGIÃO DO ALGARVE | Jan | Fev | Mar | Abr | Mai | Jun | Jul | Ago | Set | Ou | t
1999,Relatório Anual 1999 (PDF).pdf,63,0,8,9,False,data/processed/pdf_raw/1999/p063_t0.csv,"REGIÃO DO ALGARVE | Acidentes
com vítimas | Acidentes com
mortos e/ou
f. graves "
1999,Relatório Anual 1999 (PDF).pdf,63,1,10,13,False,data/processed/pdf_raw/1999/p063_t1.csv,Mortos | F. Graves | F. Leves | Total
1999,Relatório Anual 1999 (PDF).pdf,63,2,18,9,False,data/processed/pdf_raw/1999/p063_t2.csv,Distrito de Faro
1999,Relatório Anual 1999 (PDF).pdf,65,0,21,3,False,data/processed/pdf_raw/1999/p065_t0.csv,Taxas de variação (estimativas em %)
1999,Relatório Anual 1999 (PDF).pdf,65,1,12,6,False,data/processed/pdf_raw/1999/p065_t1.csv,"Início | Fim | 1998 | 1999 | 99/98
%"
1999,Relatório Anual 1999 (PDF).pdf,67,0,7,6,False,data/processed/pdf_raw/1999/p067_t0.csv,Homens | Mulheres | Total
1999,Relatório Anual 1999 (PDF).pdf,67,1,12,20,False,data/processed/pdf_raw/1999/p067_t1.csv,
1999,Relatório Anual 1999 (PDF).pdf,67,2,2,2,False,data/processed/pdf_raw/1999/p067_t2.csv,
1999,Relatório Anual 1999 (PDF).pdf,67,3,8,6,False,data/processed/pdf_raw/1999/p067_t3.csv,Homens | Mulheres | Total
1999,Relatório Anual 1999 (PDF).pdf,68,0,32,8,False,data/processed/pdf_raw/1999/p068_t0.csv,1995 | 1996 | 1997 | 1998 | 1999
1999,Relatório Anual 1999 (PDF).pdf,70,0,25,7,False,data/processed/pdf_raw/1999/p070_t0.csv,Escolas | Instrutores
1999,Relatório Anual 1999 (PDF).pdf,70,1,26,11,False,data/processed/pdf_raw/1999/p070_t1.csv,Veículos de instrução
1999,Relatório Anual 1999 (PDF).pdf,72,0,11,7,False,data/processed/pdf_raw/1999/p072_t0.csv,1995 | 1996 | 1997 | 1998 | 1999
1999,Relatório Anual 1999 (PDF).pdf,72,1,14,12,False,data/processed/pdf_raw/1999/p072_t1.csv,1995 | 1996 | 1997 | 1998
1999,Relatório Anual 1999 (PDF).pdf,72,2,4,8,False,data/processed/pdf_raw/1999/p072_t2.csv,"4.504.027
4.204.736
3.918.166
3.659.622
.423.814"
1999,Relatório Anual 1999 (PDF).pdf,73,0,18,14,False,data/processed/pdf_raw/1999/p073_t0.csv,Ligeiros | Pesados | Motociclos | Total
1999,Relatório Anual 1999 (PDF).pdf,73,1,16,3,False,data/processed/pdf_raw/1999/p073_t1.csv,Por meses
1999,Relatório Anual 1999 (PDF).pdf,73,2,16,4,False,data/processed/pdf_raw/1999/p073_t2.csv,Por idade do veículo
1999,Relatório Anual 1999 (PDF).pdf,74,0,17,4,False,data/processed/pdf_raw/1999/p074_t0.csv,Escalões em c.c. | Categoria de veículo | Nº de veículos
1999,Relatório Anual 1999 (PDF).pdf,74,1,7,6,False,data/processed/pdf_raw/1999/p074_t1.csv,Gasolina | Gasóleo | TOTAL
1999,Relatório Anual 1999 (PDF).pdf,74,2,2,1,True,data/processed/pdf_raw/1999/p074_t2.csv,
1999,Relatório Anual 1999 (PDF).pdf,74,3,2,1,True,data/processed/pdf_raw/1999/p074_t3.csv,
1999,Relatório Anual 1999 (PDF).pdf,74,4,2,2,False,data/processed/pdf_raw/1999/p074_t4.csv,
1999,Relatório Anual 1999 (PDF).pdf,74,5,3,3,False,data/processed/pdf_raw/1999/p074_t5.csv,
1999,Relatório Anual 1999 (PDF).pdf,76,0,16,11,False,data/processed/pdf_raw/1999/p076_t0.csv,1998 | 1999 | Inspec.
1999,Relatório Anual 1999 (PDF).pdf,76,1,22,11,False,data/processed/pdf_raw/1999/p076_t1.csv,1998 | 1999 | Inspec.
1999,Relatório Anual 1999 (PDF).pdf,77,0,11,8,False,data/processed/pdf_raw/1999/p077_t0.csv,Travões | Direcção | Luzes | Suspensão | Ruído | Outras
1999,Relatório Anual 1999 (PDF).pdf,77,1,11,11,False,data/processed/pdf_raw/1999/p077_t1.csv,"NORTE | CENTRO | LISBOA E
VALE TEJO | ALENTEJO | ALGARVE"
1999,Relatório Anual 1999 (PDF).pdf,77,2,3,2,False,data/processed/pdf_raw/1999/p077_t2.csv,"Principais causas de reprovação
15%
26%
14%
10%
20%
15%"
1999,Relatório Anual 1999 (PDF).pdf,77,3,2,1,True,data/processed/pdf_raw/1999/p077_t3.csv,"50 51
46
9 10"
1999,Relatório Anual 1999 (PDF).pdf,79,0,16,13,False,data/processed/pdf_raw/1999/p079_t0.csv,1995 | 1996 | 1997 | 1998 | 1999
1999,Relatório Anual 1999 (PDF).pdf,79,1,25,3,False,data/processed/pdf_raw/1999/p079_t1.csv,TIPO DE INFRACÇÃO | NÚMERO
1999,Relatório Anual 1999 (PDF).pdf,80,0,12,5,False,data/processed/pdf_raw/1999/p080_t0.csv,CONTRA-ORDENAÇÕES
1999,Relatório Anual 1999 (PDF).pdf,80,1,3,1,True,data/processed/pdf_raw/1999/p080_t1.csv,"930319
925314
920261
898836"
1999,Relatório Anual 1999 (PDF).pdf,80,2,2,2,False,data/processed/pdf_raw/1999/p080_t2.csv,
1999,Relatório Anual 1999 (PDF).pdf,80,3,2,1,True,data/processed/pdf_raw/1999/p080_t3.csv,
1999,Relatório Anual 1999 (PDF).pdf,80,4,2,1,True,data/processed/pdf_raw/1999/p080_t4.csv,
1999,Relatório Anual 1999 (PDF).pdf,80,5,31,5,False,data/processed/pdf_raw/1999/p080_t5.csv,CONTRA-ORDENAÇÕES
1999,Relatório Anual 1999 (PDF).pdf,81,0,48,9,False,data/processed/pdf_raw/1999/p081_t0.csv,
1999,Relatório Anual 1999 (PDF).pdf,83,0,30,10,False,data/processed/pdf_raw/1999/p083_t0.csv,"Acidentes com vítimas | Parque (1000 veículos) | Acidentes com
vítimas/1000 veíc"
1999,Relatório Anual 1999 (PDF).pdf,84,0,30,10,False,data/processed/pdf_raw/1999/p084_t0.csv,Vítimas mortais | População (milhares) | Mortos/1000 pop.
2000,Relatório Anual 2000 (PDF).pdf,0,0,71,1,True,data/processed/pdf_raw/2000/p000_t0.csv,
2000,Relatório Anual 2000 (PDF).pdf,3,0,54,3,False,data/processed/pdf_raw/2000/p003_t0.csv,
2000,Relatório Anual 2000 (PDF).pdf,8,0,28,17,False,data/processed/pdf_raw/2000/p008_t0.csv,"Acidentes
com
vítimas | Acidentes
com mortos
e/ou f. graves | Acidentes
com
mort"
2000,Relatório Anual 2000 (PDF).pdf,9,0,7,10,False,data/processed/pdf_raw/2000/p009_t0.csv,
2000,Relatório Anual 2000 (PDF).pdf,9,1,10,13,False,data/processed/pdf_raw/2000/p009_t1.csv,
2000,Relatório Anual 2000 (PDF).pdf,9,2,8,12,False,data/processed/pdf_raw/2000/p009_t2.csv,
2000,Relatório Anual 2000 (PDF).pdf,10,0,10,1,True,data/processed/pdf_raw/2000/p010_t0.csv,Acidentes c/ vítimas
2000,Relatório Anual 2000 (PDF).pdf,10,1,2,1,True,data/processed/pdf_raw/2000/p010_t1.csv,
2000,Relatório Anual 2000 (PDF).pdf,11,0,53,10,False,data/processed/pdf_raw/2000/p011_t0.csv,
2000,Relatório Anual 2000 (PDF).pdf,12,0,16,5,False,data/processed/pdf_raw/2000/p012_t0.csv,Vítimas mortais | População (1) | Mortos/1000 hab.
2000,Relatório Anual 2000 (PDF).pdf,12,1,10,36,False,data/processed/pdf_raw/2000/p012_t1.csv,
2000,Relatório Anual 2000 (PDF).pdf,13,0,9,32,False,data/processed/pdf_raw/2000/p013_t0.csv,
2000,Relatório Anual 2000 (PDF).pdf,13,1,12,32,False,data/processed/pdf_raw/2000/p013_t1.csv,
2000,Relatório Anual 2000 (PDF).pdf,14,0,34,15,False,data/processed/pdf_raw/2000/p014_t0.csv,Índice
2000,Relatório Anual 2000 (PDF).pdf,14,1,3,1,True,data/processed/pdf_raw/2000/p014_t1.csv,"Acidentes c/ vítimas, mortos e feridos graves"
2000,Relatório Anual 2000 (PDF).pdf,14,2,2,2,False,data/processed/pdf_raw/2000/p014_t2.csv,
2000,Relatório Anual 2000 (PDF).pdf,14,3,2,2,False,data/processed/pdf_raw/2000/p014_t3.csv,6
2000,Relatório Anual 2000 (PDF).pdf,14,4,2,2,False,data/processed/pdf_raw/2000/p014_t4.csv,6
2000,Relatório Anual 2000 (PDF).pdf,14,5,2,2,False,data/processed/pdf_raw/2000/p014_t5.csv,6
2000,Relatório Anual 2000 (PDF).pdf,15,0,24,14,False,data/processed/pdf_raw/2000/p015_t0.csv,
2000,Relatório Anual 2000 (PDF).pdf,15,1,26,14,False,data/processed/pdf_raw/2000/p015_t1.csv,
2000,Relatório Anual 2000 (PDF).pdf,16,0,41,13,False,data/processed/pdf_raw/2000/p016_t0.csv,
2000,Relatório Anual 2000 (PDF).pdf,16,1,3,2,False,data/processed/pdf_raw/2000/p016_t1.csv,"25042 Bom tempo
Chuva
5074 4310"
