,,,,,,,,,,,,,,,,,,,,,,,,,,
Quadro 29.  Distribuição de condutores com perda de pontos pelo nº de pontos disponíveis,,,,,,,,,,,,,,,,,,,,,,,,,,
Até dezembro 2023,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Nº de pontos disponíveis,Nº de condutores,,,,,,,,,,,,,,,,,,,,,,,,,
0,3619,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,,,,,,,,,,,,,,,,,,,,,,,,,
2,280,,,,,,,,,,,,,,,,,,,,,,,,,
3,4859,,,,,,,,,,,,,,,,,,,,,,,,,
4,1362,,,,,,,,,,,,,,,,,,,,,,,,,
5,2158,,,,,,,,,,,,,,,,,,,,,,,,,
6,2207,,,,,,,,,,,,,,,,,,,,,,,,,
7,7450,,,,,,,,,,,,,,,,,,,,,,,,,
8,4234,,,,,,,,,,,,,,,,,,,,,,,,,
9,51894,,,,,,,,,,,,,,,,,,,,,,,,,
10,9379,,,,,,,,,,,,,,,,,,,,,,,,,
11,96717,,,,,,,,,,,,,,,,,,,,,,,,,
12,9819,,,,,,,,,,,,,,,,,,,,,,,,,
13,493403,,,,,,,,,,,,,,,,,,,,,,,,,
Total,687458,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
